symbol,date,close,currency,fetched_at,source_url
AMD,2021-09-13,104.80000305175781,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-09-14,105.7300033569336,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-09-15,105.5999984741211,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-09-16,106.22000122070312,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-09-17,103.87999725341797,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-09-20,101.55000305175781,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-09-21,102.81999969482422,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-09-22,104.37999725341797,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-09-23,106.1500015258789,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-09-24,105.80000305175781,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-09-27,108.16000366210938,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-09-28,101.5199966430664,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-09-29,100.3499984741211,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-09-30,102.9000015258789,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-01,102.44999694824219,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-04,100.33999633789062,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-05,101.80999755859375,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-06,103.63999938964844,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-07,106.44999694824219,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-08,105.05999755859375,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-11,104.68000030517578,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-12,105.04000091552734,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-13,109.16000366210938,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-14,111.98999786376953,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-15,112.12000274658203,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-18,116.43000030517578,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-19,116.33000183105469,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-20,116.38999938964844,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-21,119.33000183105469,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-22,119.81999969482422,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-25,122.36000061035156,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-26,122.93000030517578,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-27,122.27999877929688,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-28,121.16000366210938,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-10-29,120.2300033569336,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-01,125.2300033569336,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-02,127.62999725341797,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-03,130.52999877929688,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-04,137.5,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-05,136.33999633789062,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-08,150.16000366210938,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-09,148.9199981689453,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-10,139.8699951171875,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-11,146.00999450683594,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-12,147.88999938964844,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-15,146.49000549316406,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-16,152.4499969482422,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-17,151.33999633789062,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-18,155.02000427246094,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-19,155.41000366210938,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-22,152.52000427246094,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-23,149.9199981689453,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-24,157.8000030517578,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-26,154.80999755859375,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-29,161.91000366210938,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-11-30,158.3699951171875,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-01,149.11000061035156,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-02,150.67999267578125,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-03,144.00999450683594,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-06,139.05999755859375,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-07,144.85000610351562,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-08,145.24000549316406,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-09,138.10000610351562,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
