scenario_slug,scenario_title,variant,variant_title,report_date,asset,label,symbol,scenario_amount_krw,reference_return,final_value_krw,profit_krw,buy_date,buy_price_krw,final_price_krw
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2015-10-06,silver,KODEX 은선물(H),144600.KS,200000,2.24109617,648219,448219,2015-10-06,3862.8906,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2015-10-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.5172433,1934484,1384484,2015-10-06,9270.0439,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2015-11-06,cash,KODEX 단기채권,153130.KS,250000,0.20831003,302078,52078,2015-11-06,93725.9453,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2015-11-06,gold,KODEX 골드선물(H),132030.KS,500000,1.98439915,1492200,992200,2015-11-06,8527.6797,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2015-11-06,silver,KODEX 은선물(H),144600.KS,200000,2.35808761,671618,471618,2015-11-06,3728.3125,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2015-11-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.31170136,1821436,1271436,2015-11-06,9845.3926,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2015-12-06,cash,KODEX 단기채권,153130.KS,250000,0.20718093,301795,51795,2015-12-04,93813.6094,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2015-12-06,gold,KODEX 골드선물(H),132030.KS,500000,2.12668736,1563344,1063344,2015-12-04,8139.605,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2015-12-06,silver,KODEX 은선물(H),144600.KS,200000,2.60897921,721796,521796,2015-12-04,3469.125,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2015-12-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.37114227,1854128,1304128,2015-12-04,9671.7959,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-01-06,cash,KODEX 단기채권,153130.KS,250000,0.20541348,301353,51353,2016-01-06,93951.1641,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-01-06,gold,KODEX 골드선물(H),132030.KS,500000,2.07962683,1539813,1039813,2016-01-06,8263.9883,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-01-06,silver,KODEX 은선물(H),144600.KS,200000,2.62984036,725968,525968,2016-01-06,3449.1875,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-01-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.46898534,1907942,1357942,2016-01-06,9399.002,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-02-06,cash,KODEX 단기채권,153130.KS,250000,0.20342918,300857,50857,2016-02-05,94106.0781,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-02-06,gold,KODEX 골드선물(H),132030.KS,500000,1.8721281,1436064,936064,2016-02-05,8861.0254,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-02-06,silver,KODEX 은선물(H),144600.KS,200000,2.40820832,681642,481642,2016-02-05,3673.4844,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-02-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.63993754,2001966,1451966,2016-02-05,8957.5713,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-03-06,cash,KODEX 단기채권,153130.KS,250000,0.20228963,300572,50572,2016-03-04,94195.2734,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-03-06,gold,KODEX 골드선물(H),132030.KS,500000,1.62455635,1312278,812278,2016-03-04,9696.877,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-03-06,silver,KODEX 은선물(H),144600.KS,200000,2.31378566,662757,462757,2016-03-04,3778.1562,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-03-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.50038728,1925213,1375213,2016-03-04,9314.6836,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-04-06,cash,KODEX 단기채권,153130.KS,250000,0.20097271,300243,50243,2016-04-06,94298.5625,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-04-06,gold,KODEX 골드선물(H),132030.KS,500000,1.69649984,1348250,848250,2016-04-06,9438.1611,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-04-06,silver,KODEX 은선물(H),144600.KS,200000,2.36709052,673418,473418,2016-04-06,3718.3438,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-04-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.37807174,1857939,1307939,2016-04-06,9651.9561,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-05-06,cash,KODEX 단기채권,153130.KS,250000,0.19947999,299870,49870,2016-05-04,94415.9141,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-05-06,gold,KODEX 골드선물(H),132030.KS,500000,1.59394552,1296973,796973,2016-05-04,9811.3086,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-05-06,silver,KODEX 은선물(H),144600.KS,200000,1.9412758,588255,388255,2016-05-04,4256.6562,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-05-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.34711175,1840911,1290911,2016-05-04,9741.2344,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-06-06,cash,KODEX 단기채권,153130.KS,250000,0.19822874,299557,49557,2016-06-03,94514.5078,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-06-06,gold,KODEX 골드선물(H),132030.KS,500000,1.74571151,1372856,872856,2016-06-03,9269.0,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-06-06,silver,KODEX 은선물(H),144600.KS,200000,2.17152718,634305,434305,2016-06-03,3947.625,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-06-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.29345059,1811398,1261398,2016-06-03,9899.9512,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-07-06,cash,KODEX 단기채권,153130.KS,250000,0.19603072,299008,49008,2016-07-06,94688.2031,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-07-06,gold,KODEX 골드선물(H),132030.KS,500000,1.42199821,1210999,710999,2016-07-06,10507.8525,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-07-06,silver,KODEX 은선물(H),144600.KS,200000,1.48206475,496413,296413,2016-07-06,5044.1875,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-07-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.33353335,1833443,1283443,2016-07-06,9780.9131,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-08-06,cash,KODEX 단기채권,153130.KS,250000,0.19490513,298726,48726,2016-08-05,94777.3984,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-08-06,gold,KODEX 골드선물(H),132030.KS,500000,1.44048686,1220243,720243,2016-08-05,10428.2471,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-08-06,silver,KODEX 은선물(H),144600.KS,200000,1.51184953,502370,302370,2016-08-05,4984.375,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-08-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.19578382,1757681,1207681,2016-08-04,10202.5049,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-09-06,cash,KODEX 단기채권,153130.KS,250000,0.19401795,298504,48504,2016-09-06,94847.8203,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-09-06,gold,KODEX 골드선물(H),132030.KS,500000,1.51611432,1258057,758057,2016-09-06,10114.8027,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-09-06,silver,KODEX 은선물(H),144600.KS,200000,1.64127185,528254,328254,2016-09-06,4740.1406,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-09-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.16958883,1743274,1193274,2016-09-05,10286.8232,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-10-06,cash,KODEX 단기채권,153130.KS,250000,0.19301415,298254,48254,2016-10-06,94927.625,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-10-06,gold,KODEX 골드선물(H),132030.KS,500000,1.63537376,1317687,817687,2016-10-06,9657.0742,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-10-06,silver,KODEX 은선물(H),144600.KS,200000,1.89383586,578767,378767,2016-10-06,4326.4375,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-10-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.20669639,1763683,1213683,2016-10-06,10167.7852,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-11-06,cash,KODEX 단기채권,153130.KS,250000,0.19236541,298091,48091,2016-11-04,94979.2734,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-11-06,gold,KODEX 골드선물(H),132030.KS,500000,1.57695729,1288479,788479,2016-11-04,9875.9883,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-11-06,silver,KODEX 은선물(H),144600.KS,200000,1.83504462,567009,367009,2016-11-04,4416.1562,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-11-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.29510146,1812306,1262306,2016-11-04,9894.9912,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-12-06,cash,KODEX 단기채권,153130.KS,250000,0.19177645,297944,47944,2016-12-06,95026.2109,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-12-06,gold,KODEX 골드선물(H),132030.KS,500000,1.86408761,1432044,932044,2016-12-06,8885.9014,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-12-06,silver,KODEX 은선물(H),144600.KS,200000,2.08581023,617162,417162,2016-12-06,4057.2812,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2016-12-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.12142818,1716785,1166785,2016-12-06,10445.5391,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-01-06,cash,KODEX 단기채권,153130.KS,250000,0.18957487,297394,47394,2017-01-06,95202.0781,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-01-06,gold,KODEX 골드선물(H),132030.KS,500000,1.84497233,1422486,922486,2017-01-06,8945.6055,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-01-06,silver,KODEX 은선물(H),144600.KS,200000,2.16353845,632708,432708,2017-01-06,3957.5938,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-01-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,2.02936754,1666152,1116152,2017-01-06,10762.9727,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-02-06,cash,KODEX 단기채권,153130.KS,250000,0.18820967,297052,47052,2017-02-06,95311.4609,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-02-06,gold,KODEX 골드선물(H),132030.KS,500000,1.74276688,1371383,871383,2017-02-06,9278.9512,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-02-06,silver,KODEX 은선물(H),144600.KS,200000,1.96208671,592417,392417,2017-02-06,4226.75,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-02-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.9907769,1644927,1094927,2017-02-06,10901.8496,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-03-06,cash,KODEX 단기채권,153130.KS,250000,0.18714337,296786,46786,2017-03-06,95397.0703,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-03-06,gold,KODEX 골드선물(H),132030.KS,500000,1.73982886,1369914,869914,2017-03-06,9288.9014,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-03-06,silver,KODEX 은선물(H),144600.KS,200000,1.93783571,587567,387567,2017-03-06,4261.6406,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-03-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.88955056,1589253,1039253,2017-03-06,11283.7617,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-04-06,cash,KODEX 단기채권,153130.KS,250000,0.1855479,296387,46387,2017-04-06,95525.4531,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-04-06,gold,KODEX 골드선물(H),132030.KS,500000,1.69934591,1349673,849673,2017-04-06,9428.21,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-04-06,silver,KODEX 은선물(H),144600.KS,200000,1.87068518,574137,374137,2017-04-06,4361.3281,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-04-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.92946862,1611208,1061208,2017-04-06,11130.0049,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-05-06,cash,KODEX 단기채권,153130.KS,250000,0.18425084,296063,46063,2017-05-04,95630.0781,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-05-06,gold,KODEX 골드선물(H),132030.KS,500000,1.72959471,1364797,864797,2017-05-04,9323.7285,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-05-06,silver,KODEX 은선물(H),144600.KS,200000,2.18358622,636717,436717,2017-05-04,3932.6719,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-05-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.87313269,1580223,1030223,2017-05-04,11348.2402,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-06-06,cash,KODEX 단기채권,153130.KS,250000,0.18295642,295739,45739,2017-06-05,95734.7188,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-06-06,gold,KODEX 골드선물(H),132030.KS,500000,1.63809193,1319046,819046,2017-06-05,9647.124,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-06-06,silver,KODEX 은선물(H),144600.KS,200000,2.01180999,602362,402362,2017-06-05,4156.9688,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-06-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.81409566,1547753,997753,2017-06-05,11586.3154,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-07-06,cash,KODEX 단기채권,153130.KS,250000,0.18166512,295416,45416,2017-07-06,95839.3359,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-07-06,gold,KODEX 골드선물(H),132030.KS,500000,1.75755264,1378776,878776,2017-07-06,9229.1982,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-07-06,silver,KODEX 은선물(H),144600.KS,200000,2.28346344,656693,456693,2017-07-06,3813.0469,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-07-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.82255377,1552405,1002405,2017-07-06,11551.5957,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-08-06,cash,KODEX 단기채권,153130.KS,250000,0.18037673,295094,45094,2017-08-04,95943.9453,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-08-06,gold,KODEX 골드선물(H),132030.KS,500000,1.67394691,1336973,836973,2017-08-04,9517.7656,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-08-06,silver,KODEX 은선물(H),144600.KS,200000,2.1755367,635107,435107,2017-08-04,3942.6406,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-08-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.77021795,1523620,973620,2017-08-04,11769.832,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-09-06,cash,KODEX 단기채권,153130.KS,250000,0.17920778,294802,44802,2017-09-06,96039.0547,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-09-06,gold,KODEX 골드선물(H),132030.KS,500000,1.54111289,1270556,770556,2017-09-06,10015.2969,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-09-06,silver,KODEX 은선물(H),144600.KS,200000,1.97612504,595225,395225,2017-09-06,4206.8125,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-09-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.78547783,1532013,982013,2017-09-06,11705.3525,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-10-06,cash,KODEX 단기채권,153130.KS,250000,0.17844921,294612,44612,2017-09-29,96100.875,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-10-06,gold,KODEX 골드선물(H),132030.KS,500000,1.65176784,1325884,825884,2017-09-29,9597.3711,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-10-06,silver,KODEX 은선물(H),144600.KS,200000,2.15558986,631118,431118,2017-09-29,3967.5625,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-10-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.7299533,1501474,951474,2017-09-29,11943.4277,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-11-06,cash,KODEX 단기채권,153130.KS,250000,0.17809925,294525,44525,2017-11-06,96129.4219,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-11-06,gold,KODEX 골드선물(H),132030.KS,500000,1.68095423,1340477,840477,2017-11-06,9492.8887,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-11-06,silver,KODEX 은선물(H),144600.KS,200000,2.15558986,631118,431118,2017-11-06,3967.5625,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-11-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.65712503,1461419,911419,2017-11-06,12270.7812,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-12-06,cash,KODEX 단기채권,153130.KS,250000,0.1769931,294248,44248,2017-12-06,96219.7656,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-12-06,gold,KODEX 골드선물(H),132030.KS,500000,1.69649984,1348250,848250,2017-12-06,9438.1611,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-12-06,silver,KODEX 은선물(H),144600.KS,200000,2.31378566,662757,462757,2017-12-06,3778.1562,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2017-12-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.60448798,1432468,882468,2017-12-06,12518.7754,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-01-06,cash,KODEX 단기채권,153130.KS,250000,0.17500546,293751,43751,2018-01-05,96382.5312,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-01-06,gold,KODEX 골드선물(H),132030.KS,500000,1.59131727,1295659,795659,2018-01-05,9821.2598,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-01-06,silver,KODEX 은선물(H),144600.KS,200000,2.13981191,627962,427962,2018-01-05,3987.5,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-01-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.50809897,1379454,829454,2018-01-05,12999.8857,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-02-06,cash,KODEX 단기채권,153130.KS,250000,0.17336424,293341,43341,2018-02-06,96517.3438,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-02-06,gold,KODEX 골드선물(H),132030.KS,500000,1.55125206,1275626,775626,2018-02-06,9975.4941,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-02-06,silver,KODEX 은선물(H),144600.KS,200000,2.17955637,635911,435911,2018-02-06,3937.6562,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-02-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.64749397,1456122,906122,2018-02-06,12315.4199,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-03-06,cash,KODEX 단기채권,153130.KS,250000,0.17196112,292990,42990,2018-03-06,96632.8984,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-03-06,gold,KODEX 골드선물(H),132030.KS,500000,1.59263073,1296315,796315,2018-03-06,9816.2842,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-03-06,silver,KODEX 은선물(H),144600.KS,200000,2.25791119,651582,451582,2018-03-06,3842.9531,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-03-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.52253546,1387395,837395,2018-03-06,12925.4873,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-04-06,cash,KODEX 단기채권,153130.KS,250000,0.1702121,292553,42553,2018-04-06,96777.3281,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-04-06,gold,KODEX 골드선물(H),132030.KS,500000,1.59131727,1295659,795659,2018-04-06,9821.2598,25450.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-04-06,silver,KODEX 은선물(H),144600.KS,200000,2.29639046,659278,459278,2018-04-06,3798.0938,12520.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-04-06,equity,KODEX 미국S&P500선물(H),219480.KS,550000,1.6003669,1430202,880202,2018-04-06,12538.6152,32605.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-05-06,cash,KODEX 단기채권,153130.KS,250000,0.16858396,292146,42146,2018-05-04,96912.1641,113250.0
inflation_fx_shock,Inflation/FX shock,isa_max_hedged_sp500,ISA 장기 환헤지 S&P500,2018-05-06,gold,KODEX 골드선물(H),132030.KS,500000,1.62455635,1312278,812278,2018-05-04,9696.877,25450.0
