scenario_slug,scenario_title,variant,variant_title,report_date,asset,label,symbol,scenario_amount_krw,reference_return,final_value_krw,profit_krw,buy_date,buy_price_krw,final_price_krw
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-07-06,gold,KODEX 골드선물(H),132030.KS,400000,1.07852914,831412,431412,2023-06-30,12244.2354,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-07-06,silver,KODEX 은선물(H),144600.KS,200000,1.87396971,574794,374794,2023-06-30,4356.3438,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-07-06,equity,TIGER 미국S&P500,360750.KS,650000,0.99138948,1294403,644403,2023-06-30,14058.0234,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-08-06,cash,KODEX 단기채권,153130.KS,250000,0.0844197,271105,21105,2023-08-04,104429.125,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-08-06,gold,KODEX 골드선물(H),132030.KS,400000,1.05845485,823382,423382,2023-08-04,12363.6426,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-08-06,silver,KODEX 은선물(H),144600.KS,200000,1.78167168,556334,356334,2023-08-04,4500.8906,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-08-06,equity,TIGER 미국S&P500,360750.KS,650000,0.95508476,1270805,620805,2023-08-04,14319.0723,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-09-06,cash,KODEX 단기채권,153130.KS,250000,0.0815804,270395,20395,2023-09-06,104703.2656,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-09-06,gold,KODEX 골드선물(H),132030.KS,400000,1.07431486,829726,429726,2023-09-06,12269.1113,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-09-06,silver,KODEX 은선물(H),144600.KS,200000,1.78475558,556951,356951,2023-09-06,4495.9062,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-09-06,equity,TIGER 미국S&P500,360750.KS,650000,0.93483506,1257643,607643,2023-09-06,14468.9336,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-10-06,cash,KODEX 단기채권,153130.KS,250000,0.07860519,269651,19651,2023-10-06,104992.0781,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-10-06,gold,KODEX 골드선물(H),132030.KS,400000,1.20390372,881561,481561,2023-10-06,11547.6914,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-10-06,silver,KODEX 은선물(H),144600.KS,200000,2.15163053,630326,430326,2023-10-06,3972.5469,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-10-06,equity,TIGER 미국S&P500,360750.KS,650000,1.01354695,1308806,658806,2023-10-06,13903.3262,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-11-06,cash,KODEX 단기채권,153130.KS,250000,0.0754463,268862,18862,2023-11-06,105300.4688,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-11-06,gold,KODEX 골드선물(H),132030.KS,400000,1.02344154,809377,409377,2023-11-06,12577.5811,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-11-06,silver,KODEX 은선물(H),144600.KS,200000,1.85113454,570227,370227,2023-11-06,4391.2344,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-11-06,equity,TIGER 미국S&P500,360750.KS,650000,1.03830975,1324901,674901,2023-11-06,13734.4189,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-12-06,cash,KODEX 단기채권,153130.KS,250000,0.0715605,267890,17890,2023-12-06,105682.3203,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-12-06,gold,KODEX 골드선물(H),132030.KS,400000,0.99037364,796149,396149,2023-12-06,12786.5439,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-12-06,silver,KODEX 은선물(H),144600.KS,200000,1.73920341,547841,347841,2023-12-06,4570.6719,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2023-12-06,equity,TIGER 미국S&P500,360750.KS,650000,0.91709453,1246111,596111,2023-12-06,14602.8271,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-01-06,cash,KODEX 단기채권,153130.KS,250000,0.06765392,266913,16913,2024-01-05,106069.0156,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-01-06,gold,KODEX 골드선물(H),132030.KS,400000,0.98189097,792756,392756,2024-01-05,12841.2715,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-01-06,silver,KODEX 은선물(H),144600.KS,200000,1.89050579,578101,378101,2024-01-05,4331.4219,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-01-06,equity,TIGER 미국S&P500,360750.KS,650000,0.86806579,1214243,564243,2024-01-05,14986.0889,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-02-06,cash,KODEX 단기채권,153130.KS,250000,0.0647548,266189,16189,2024-02-06,106357.8203,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-02-06,gold,KODEX 골드선물(H),132030.KS,400000,1.00519812,802079,402079,2024-02-06,12692.0127,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-02-06,silver,KODEX 은선물(H),144600.KS,200000,1.98674141,597348,397348,2024-02-06,4191.8594,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-02-06,equity,TIGER 미국S&P500,360750.KS,650000,0.75337039,1139691,489691,2024-02-06,15966.3926,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-03-06,cash,KODEX 단기채권,153130.KS,250000,0.06216364,265541,15541,2024-03-06,106617.2812,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-03-06,gold,KODEX 골드선물(H),132030.KS,400000,0.91726399,766906,366906,2024-03-06,13274.124,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-03-06,silver,KODEX 은선물(H),144600.KS,200000,1.83824806,567650,367650,2024-03-06,4411.1719,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-03-06,equity,TIGER 미국S&P500,360750.KS,650000,0.695425,1102026,452026,2024-03-06,16512.084,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-04-06,cash,KODEX 단기채권,153130.KS,250000,0.05895466,264739,14739,2024-04-05,106940.3672,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-04-06,gold,KODEX 골드선물(H),132030.KS,400000,0.79545825,718183,318183,2024-04-05,14174.6543,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-04-06,silver,KODEX 은선물(H),144600.KS,200000,1.5270116,505402,305402,2024-04-05,4954.4688,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-04-06,equity,TIGER 미국S&P500,360750.KS,650000,0.64824858,1071362,421362,2024-04-05,16984.6953,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-05-06,cash,KODEX 단기채권,153130.KS,250000,0.05658474,264146,14146,2024-05-03,107180.2344,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-05-06,gold,KODEX 골드선물(H),132030.KS,400000,0.78045954,712184,312184,2024-05-03,14294.0625,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-05-06,silver,KODEX 은선물(H),144600.KS,200000,1.54235782,508472,308472,2024-05-03,4924.5625,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-05-06,equity,TIGER 미국S&P500,360750.KS,650000,0.66117633,1079765,429765,2024-05-03,16852.5156,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-06-06,cash,KODEX 단기채권,153130.KS,250000,0.05302585,263256,13256,2024-06-05,107542.4688,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-06-06,gold,KODEX 골드선물(H),132030.KS,400000,0.76510015,706040,306040,2024-06-05,14418.4453,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-06-06,silver,KODEX 은선물(H),144600.KS,200000,1.29392651,458785,258785,2024-06-05,5457.8906,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-06-06,equity,TIGER 미국S&P500,360750.KS,650000,0.57919393,1026476,376476,2024-06-05,17727.3984,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-07-06,cash,KODEX 단기채권,153130.KS,250000,0.04958585,262396,12396,2024-07-05,107894.9375,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-07-06,gold,KODEX 골드선물(H),132030.KS,400000,0.74701517,698806,298806,2024-07-05,14567.7041,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-07-06,silver,KODEX 은선물(H),144600.KS,200000,1.23275514,446551,246551,2024-07-05,5607.4219,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-07-06,equity,TIGER 미국S&P500,360750.KS,650000,0.4994076,974615,324615,2024-07-05,18670.707,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-08-06,cash,KODEX 단기채권,153130.KS,250000,0.04621582,261554,11554,2024-08-06,108242.4844,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-08-06,gold,KODEX 골드선물(H),132030.KS,400000,0.72347045,689388,289388,2024-08-06,14766.7168,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-08-06,silver,KODEX 은선물(H),144600.KS,200000,1.54751474,509503,309503,2024-08-06,4914.5938,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-08-06,equity,TIGER 미국S&P500,360750.KS,650000,0.58486677,1030163,380163,2024-08-06,17663.9453,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-09-06,cash,KODEX 단기채권,153130.KS,250000,0.0431964,260799,10799,2024-09-06,108555.7812,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-09-06,gold,KODEX 골드선물(H),132030.KS,400000,0.65221593,660886,260886,2024-09-06,15403.5557,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-09-06,silver,KODEX 은선물(H),144600.KS,200000,1.39223765,478448,278448,2024-09-06,5233.5938,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-09-06,equity,TIGER 미국S&P500,360750.KS,650000,0.57134295,1021373,371373,2024-09-06,17815.9707,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-10-06,cash,KODEX 단기채권,153130.KS,250000,0.04028804,260072,10072,2024-10-04,108859.2734,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-10-06,gold,KODEX 골드선물(H),132030.KS,400000,0.56765565,627062,227062,2024-10-04,16234.4326,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-10-06,silver,KODEX 은선물(H),144600.KS,200000,1.15239891,430480,230480,2024-10-04,5816.7656,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-10-06,equity,TIGER 미국S&P500,360750.KS,650000,0.50466244,978031,328031,2024-10-04,18605.502,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-11-06,cash,KODEX 단기채권,153130.KS,250000,0.03772144,259430,9430,2024-11-06,109128.5156,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-11-06,gold,KODEX 골드선물(H),132030.KS,400000,0.53335137,613341,213341,2024-11-06,16597.6309,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-11-06,silver,KODEX 은선물(H),144600.KS,200000,1.1691274,433825,233825,2024-11-06,5771.9062,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-11-06,equity,TIGER 미국S&P500,360750.KS,650000,0.39673474,907878,257878,2024-11-06,20043.1758,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-12-06,cash,KODEX 단기채권,153130.KS,250000,0.03484333,258711,8711,2024-12-06,109432.0234,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-12-06,gold,KODEX 골드선물(H),132030.KS,400000,0.59056607,636226,236226,2024-12-06,16000.5928,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-12-06,silver,KODEX 은선물(H),144600.KS,200000,1.21308329,442617,242617,2024-12-06,5657.2656,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2024-12-06,equity,TIGER 미국S&P500,360750.KS,650000,0.3261004,861965,211965,2024-12-06,21110.7695,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-01-06,cash,KODEX 단기채권,153130.KS,250000,0.03230357,258076,8076,2025-01-06,109701.2578,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-01-06,gold,KODEX 골드선물(H),132030.KS,400000,0.60001886,640008,240008,2025-01-06,15906.0625,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-01-06,silver,KODEX 은선물(H),144600.KS,200000,1.34752293,469505,269505,2025-01-06,5333.2812,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-01-06,equity,TIGER 미국S&P500,360750.KS,650000,0.30721274,849688,199688,2025-01-06,21415.7949,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-02-06,cash,KODEX 단기채권,153130.KS,250000,0.02986791,257467,7467,2025-02-06,109960.7031,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-02-06,gold,KODEX 골드선물(H),132030.KS,400000,0.47669188,590677,190677,2025-02-06,17234.4688,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-02-06,silver,KODEX 은선물(H),144600.KS,200000,1.15424488,430849,230849,2025-02-06,5811.7812,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-02-06,equity,TIGER 미국S&P500,360750.KS,650000,0.29824875,843862,193862,2025-02-06,21563.6641,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-03-06,cash,KODEX 단기채권,153130.KS,250000,0.02767194,256918,6918,2025-03-06,110195.6719,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-03-06,gold,KODEX 골드선물(H),132030.KS,400000,0.45402509,581610,181610,2025-03-06,17503.1367,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-03-06,silver,KODEX 은선물(H),144600.KS,200000,1.13956519,427913,227913,2025-03-06,5851.6562,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-03-06,equity,TIGER 미국S&P500,360750.KS,650000,0.35461359,880499,230499,2025-03-06,20666.4102,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-04-06,cash,KODEX 단기채권,153130.KS,250000,0.02525814,256315,6315,2025-04-04,110455.1094,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-04-06,gold,KODEX 골드선물(H),132030.KS,400000,0.37729143,550917,150917,2025-04-04,18478.2969,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-04-06,silver,KODEX 은선물(H),144600.KS,200000,1.24673482,449347,249347,2025-04-04,5572.5312,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-04-06,equity,TIGER 미국S&P500,360750.KS,650000,0.47724765,960211,310211,2025-04-04,18950.7832,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-05-06,cash,KODEX 단기채권,153130.KS,250000,0.02258412,255646,5646,2025-05-02,110743.9453,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-05-06,gold,KODEX 골드선물(H),132030.KS,400000,0.31531505,526126,126126,2025-05-02,19348.9766,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-05-06,silver,KODEX 은선물(H),144600.KS,200000,1.18042494,436085,236085,2025-05-02,5742.0,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-05-06,equity,TIGER 미국S&P500,360750.KS,650000,0.43797961,934687,284687,2025-05-02,19468.2871,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-06-06,cash,KODEX 단기채권,153130.KS,250000,0.02023923,255060,5060,2025-06-05,110998.4766,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-06-06,gold,KODEX 골드선물(H),132030.KS,400000,0.27977497,511910,111910,2025-06-05,19886.3086,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-06-06,silver,KODEX 은선물(H),144600.KS,200000,1.06396839,412794,212794,2025-06-05,6065.9844,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-06-06,equity,TIGER 미국S&P500,360750.KS,650000,0.40371646,912416,262416,2025-06-05,19943.4863,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-07-06,cash,KODEX 단기채권,153130.KS,250000,0.01848746,254622,4622,2025-07-04,111189.3906,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-07-06,gold,KODEX 골드선물(H),132030.KS,400000,0.29173243,516693,116693,2025-07-04,19702.2227,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-07-06,silver,KODEX 은선물(H),144600.KS,200000,0.94566191,389132,189132,2025-07-04,6434.8281,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-07-06,equity,TIGER 미국S&P500,360750.KS,650000,0.33449129,867419,217419,2025-07-04,20978.0312,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-08-06,cash,KODEX 단기채권,153130.KS,250000,0.0162502,254063,4063,2025-08-06,111434.1719,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-08-06,gold,KODEX 골드선물(H),132030.KS,400000,0.2813778,512551,112551,2025-08-06,19861.4336,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-08-06,silver,KODEX 은선물(H),144600.KS,200000,0.90580389,381161,181161,2025-08-06,6569.4062,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-08-06,equity,TIGER 미국S&P500,360750.KS,650000,0.29345514,840746,190746,2025-08-06,21643.5801,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-09-06,cash,KODEX 단기채권,153130.KS,250000,0.01425051,253563,3563,2025-09-05,111653.875,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-09-06,gold,KODEX 골드선물(H),132030.KS,400000,0.21849941,487400,87400,2025-09-05,20886.3457,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-09-06,silver,KODEX 은선물(H),144600.KS,200000,0.76023092,352046,152046,2025-09-05,7112.7031,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-09-06,equity,TIGER 미국S&P500,360750.KS,650000,0.25211052,813872,163872,2025-09-05,22358.25,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-10-06,cash,KODEX 단기채권,153130.KS,250000,0.01255637,253139,3139,2025-10-02,111840.6875,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-10-06,gold,KODEX 골드선물(H),132030.KS,400000,0.12646123,450584,50584,2025-10-02,22592.877,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-10-06,silver,KODEX 은선물(H),144600.KS,200000,0.53629941,307260,107260,2025-10-02,8149.4531,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-10-06,equity,TIGER 미국S&P500,360750.KS,650000,0.20632112,784109,134109,2025-10-02,23206.9219,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-11-06,cash,KODEX 단기채권,153130.KS,250000,0.01154063,252885,2885,2025-11-06,111952.9922,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-11-06,gold,KODEX 골드선물(H),132030.KS,400000,0.09863843,439455,39455,2025-11-06,23165.0371,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-11-06,silver,KODEX 은선물(H),144600.KS,200000,0.51681735,303363,103363,2025-11-06,8254.125,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-11-06,equity,TIGER 미국S&P500,360750.KS,650000,0.15331349,749654,99654,2025-11-06,24273.5391,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-12-06,cash,KODEX 단기채권,153130.KS,250000,0.01000827,252502,2502,2025-12-05,112122.8438,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-12-06,gold,KODEX 골드선물(H),132030.KS,400000,0.03842071,415368,15368,2025-12-05,24508.3711,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-12-06,silver,KODEX 은선물(H),144600.KS,200000,0.2540437,250809,50809,2025-12-05,9983.7031,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2025-12-06,equity,TIGER 미국S&P500,360750.KS,650000,0.12181357,729179,79179,2025-12-05,24955.127,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-01-06,cash,KODEX 단기채권,153130.KS,250000,0.00766929,251917,1917,2026-01-06,112383.1016,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-01-06,gold,KODEX 골드선물(H),132030.KS,400000,-0.01203416,395186,-4814,2026-01-06,25760.0,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-01-06,silver,KODEX 은선물(H),144600.KS,200000,-0.0625234,187495,-12505,2026-01-06,13355.0,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-01-06,equity,TIGER 미국S&P500,360750.KS,650000,0.13265224,736224,86224,2026-01-06,24716.3242,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-02-06,cash,KODEX 단기채권,153130.KS,250000,0.00620451,251551,1551,2026-02-06,112546.7031,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-02-06,gold,KODEX 골드선물(H),132030.KS,400000,-0.08321326,366715,-33285,2026-02-06,27760.0,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-02-06,silver,KODEX 은선물(H),144600.KS,200000,0.01954397,203909,3909,2026-02-06,12280.0,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-02-06,equity,TIGER 미국S&P500,360750.KS,650000,0.13378802,736962,86962,2026-02-06,24691.5645,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-03-06,cash,KODEX 단기채권,153130.KS,250000,0.00425379,251063,1063,2026-03-06,112765.3203,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-03-06,gold,KODEX 골드선물(H),132030.KS,400000,-0.12917023,348332,-51668,2026-03-06,29225.0,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-03-06,silver,KODEX 은선물(H),144600.KS,200000,-0.09895646,180209,-19791,2026-03-06,13895.0,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-03-06,equity,TIGER 미국S&P500,360750.KS,650000,0.12065704,728427,78427,2026-03-06,24980.8809,27995.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-04-06,cash,KODEX 단기채권,153130.KS,250000,0.00289875,250725,725,2026-04-06,112917.6797,113245.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-04-06,gold,KODEX 골드선물(H),132030.KS,400000,-0.03907872,384369,-15631,2026-04-06,26485.0,25450.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-04-06,silver,KODEX 은선물(H),144600.KS,200000,0.05121746,210243,10243,2026-04-06,11910.0,12520.0
market_stress,Market stress,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2026-04-06,equity,TIGER 미국S&P500,360750.KS,650000,0.14046949,741305,91305,2026-04-06,24546.9082,27995.0
rate_divergence,Rate divergence,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2020-09-06,cash,KODEX 단기채권,153130.KS,400000,0.12886963,451548,51548,2020-09-04,100317.1641,113245.0
rate_divergence,Rate divergence,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2020-09-06,gold,KODEX 골드선물(H),132030.KS,400000,0.90867931,763472,363472,2020-09-04,13333.8271,25450.0
rate_divergence,Rate divergence,isa_max_unhedged_sp500,ISA 장기 환노출 S&P500,2020-09-06,silver,KODEX 은선물(H),144600.KS,200000,1.24272279,448545,248545,2020-09-04,5582.5,12520.0
