observation_date,KORCPIALLMINMEI
2006-01-01,79.30663401067000
2006-02-01,79.46476024987460
2006-03-01,79.93492226777630
2006-04-01,80.01398538737860
2006-05-01,80.17000327672710
2006-06-01,80.01398538737860
2006-07-01,80.32707534100361
2006-08-01,80.79723735890531
2006-09-01,81.03231836785611
2006-10-01,80.64016529462870
2006-11-01,80.24906639632940
2006-12-01,80.48414740528020
2007-01-01,80.64016529462870
2007-02-01,81.18939043213270
2007-03-01,81.66060662496240
2007-04-01,81.97369657858739
2007-05-01,82.05275969818970
2007-06-01,82.05275969818970
2007-07-01,82.36690382674280
2007-08-01,82.44491277141709
2007-09-01,82.91612896424679
2007-10-01,83.07214685359530
2007-11-01,83.07214685359530
2007-12-01,83.38629098214840
2008-01-01,83.77738988044780
2008-02-01,84.09258818392890
2008-03-01,84.87689433038371
2008-04-01,85.34811052321341
2008-05-01,86.05229937513781
2008-06-01,86.60152451264180
2008-07-01,87.22981276974799
2008-08-01,87.07274070547140
2008-09-01,87.15180382507370
2008-10-01,87.07274070547140
2008-11-01,86.83765969652060
2008-12-01,86.83765969652060
2009-01-01,86.91672281612290
2009-02-01,87.54395689830110
2009-03-01,88.17119098047930
2009-04-01,88.40521781450209
2009-05-01,88.40521781450209
2009-06-01,88.32720886982780
2009-07-01,88.64135299838100
2009-08-01,88.95549712693411
2009-09-01,89.03456024653640
2009-10-01,88.79842506265750
2009-11-01,88.95549712693411
2009-12-01,89.26964125548720
2010-01-01,89.97488428233970
2010-02-01,90.15620236996089
2010-03-01,90.33857463251020
2010-04-01,90.70226498268080
2010-05-01,90.79397820141941
2010-06-01,90.70226498268080
2010-07-01,90.88463724523010
2010-08-01,91.34109498906740
2010-09-01,92.06847568940840
2010-10-01,92.06847568940840
2010-11-01,91.61412629542730
2010-12-01,91.97781664559780
2011-01-01,93.07099604596560
2011-02-01,93.70771770249600
2011-03-01,94.07246222759460
2011-04-01,94.16417544633330
2011-05-01,94.34549353395460
2011-06-01,94.52786579650380
2011-07-01,94.98326936541299
2011-08-01,95.62104519687161
2011-09-01,95.52933197813290
2011-10-01,95.34801389051160
2011-11-01,95.43867293432230
2011-12-01,95.80236328449280
2012-01-01,96.18502878336790
2012-02-01,96.54977330846650
2012-03-01,96.57718185659530
2012-04-01,96.56769428224300
2012-05-01,96.74057897044010
2012-06-01,96.60353622979611
2012-07-01,96.38532201969380
2012-08-01,96.83123801425070
2012-09-01,97.52383094196681
2012-10-01,97.34145867941750
2012-11-01,96.99568930302350
2012-12-01,97.16857399122050
2013-01-01,97.75153272642140
2013-02-01,98.07832695411091
2013-03-01,97.98766791030030
2013-04-01,97.85167934458430
2013-05-01,97.85167934458430
2013-06-01,97.73255757771680
2013-07-01,97.94233838839500
2013-08-01,98.28916193971700
2013-09-01,98.47996760169060
2013-10-01,98.17952774720180
2013-11-01,98.16055259849730
2013-12-01,98.27967436536470
2014-01-01,98.80781600430809
2014-02-01,99.07135973631570
2014-03-01,99.25373199886501
2014-04-01,99.31803666947491
2014-05-01,99.48143378331960
2014-06-01,99.35387861702790
2014-07-01,99.49935475709610
2014-08-01,99.67329362022120
2014-09-01,99.60898894961130
2014-10-01,99.30854909512260
2014-11-01,99.10825585879680
2014-12-01,99.09876828444450
2015-01-01,99.77027771360000
2015-02-01,99.71124391763030
2015-03-01,99.72073149198260
2015-04-01,99.75130256489540
2015-05-01,100.03065892082400
2015-06-01,100.05068824445600
2015-07-01,100.23095215714901
2015-08-01,100.37115742257700
2015-09-01,100.11077621535399
2015-10-01,100.11077621535399
2015-11-01,99.92102472830840
2015-12-01,100.22041040786900
2016-01-01,100.39118674621000
2016-02-01,100.82129011684600
2016-03-01,100.56090890962300
2016-04-01,100.75066039666800
2016-05-01,100.81074836756601
2016-06-01,100.79071904393400
2016-07-01,100.60096755688799
2016-08-01,100.86029458918399
2016-09-01,101.46117429816100
2016-10-01,101.60032538866101
2016-11-01,101.45063254888100
2016-12-01,101.56132091632399
2017-01-01,102.64079604262700
2017-02-01,102.92120657348300
2017-03-01,102.85057685330500
2017-04-01,102.72091333715800
2017-05-01,102.83054752967300
2017-06-01,102.61127914464200
2017-07-01,102.78100130805500
2017-08-01,103.37028509282401
2017-09-01,103.49046103462000
2017-10-01,103.39031441645700
2017-11-01,102.62076671899500
2017-12-01,102.99078211873299
2018-01-01,103.42088548936999
2018-02-01,104.21046251046501
2018-03-01,104.10082831795000
2018-04-01,104.29057980499501
2018-05-01,104.34118020154099
2018-06-01,104.13034521593499
2018-07-01,103.93110615453701
2018-08-01,104.85034669177900
2018-09-01,105.65046546215500
2018-10-01,105.46071397510900
2018-11-01,104.71119560127900
2018-12-01,104.35066777589300
2019-01-01,104.24103358337800
2019-02-01,104.69116627764700
2019-03-01,104.49087304132100
2019-04-01,104.87037601541201
2019-05-01,105.05063992810500
2019-06-01,104.88091776469200
2019-07-01,104.56044858657100
2019-08-01,104.81134221944200
2019-09-01,105.20033276788600
2019-10-01,105.46071397510900
2019-11-01,104.87037601541201
2019-12-01,105.12126964828300
2020-01-01,105.51236854658301
2020-02-01,105.58616079154500
2020-03-01,105.35424230737800
2020-04-01,104.89040533904500
2020-05-01,104.82715484336300
2020-06-01,105.11178207393100
2020-07-01,105.02744807968899
2020-08-01,105.61778603938600
2020-09-01,106.19758224980301
2020-10-01,105.60724429010500
2020-11-01,105.51236854658301
2020-12-01,105.76537052931000
2021-01-01,106.51383472821200
2021-02-01,107.08308918934800
2021-03-01,107.35717467063600
2021-04-01,107.50475916056099
2021-05-01,107.57855140552300
2021-06-01,107.57855140552300
2021-07-01,107.79992814040899
2021-08-01,108.31647385514400
2021-09-01,108.75922732491701
2021-10-01,108.94897881196199
2021-11-01,109.49714977453800
2021-12-01,109.67635951230400
2022-01-01,110.36157321552299
2022-02-01,111.00461992162199
2022-03-01,111.80579286692500
2022-04-01,112.63859106007000
2022-05-01,113.38705525897100
2022-06-01,114.08281071147100
2022-07-01,114.63098167404701
2022-08-01,114.50448068268400
2022-09-01,114.83127491037300
2022-10-01,115.12644389022201
2022-11-01,115.01048464813800
2022-12-01,115.20023613518400
2023-01-01,116.06465957616901
2023-02-01,116.35982855601800
2023-03-01,116.54958004306300
2023-04-01,116.80258202579000
2023-05-01,117.15045975204001
2023-06-01,117.13991800276000
2023-07-01,117.22425199700299
2023-08-01,118.41546966567699
2023-09-01,119.11122511817700
2023-10-01,119.51181159082900
2023-11-01,118.84768138617000
