report_date,asset,label,symbol,amount_krw,buy_date,buy_price_krw,units,final_price_krw,final_value_krw,profit_krw,return
2023-06-06,cash,KODEX 단기채권,153130.KS,550000,2023-06-05,103856.3984,5.295773859623929,113255.0,599773,49773,0.09049612449401456
2023-06-06,gold,ACE KRX금현물,411060.KS,400000,2023-06-05,11724.6104,34.11627235413357,29715.0,1013765,613765,1.5344125825076973
2023-06-06,silver,KODEX 은선물(H),144600.KS,200000,2023-06-05,4555.7188,43.9008663561595,12595.0,552931,352931,1.7646570587791444
2023-06-06,equity,TIGER 미국S&P500,360750.KS,350000,2023-06-05,13550.4258,25.829446664642976,27985.0,722837,372837,1.0652487568858104
2023-07-06,cash,KODEX 단기채권,153130.KS,600000,2023-06-30,104091.3672,5.76416677205535,113255.0,652821,52821,0.08803451294854758
2023-07-06,gold,ACE KRX금현물,411060.KS,400000,2023-06-30,11629.6133,34.39495280938579,29715.0,1022046,622046,1.5551150568272472
2023-07-06,silver,KODEX 은선물(H),144600.KS,200000,2023-06-30,4356.3438,45.910059324404784,12595.0,578237,378237,1.8911859859543911
2023-07-06,equity,TIGER 미국S&P500,360750.KS,300000,2023-06-30,14058.0225,21.34012808939513,27985.0,597203,297203,0.9906782819390756
2023-08-06,cash,KODEX 단기채권,153130.KS,600000,2023-08-04,104429.1406,5.745522719128476,113255.0,650709,50709,0.08451529259149249
2023-08-06,gold,ACE KRX금현물,411060.KS,400000,2023-08-04,11664.6123,34.29175265767362,29715.0,1018979,618979,1.547448575556929
2023-08-06,silver,KODEX 은선물(H),144600.KS,200000,2023-08-04,4500.8906,44.435649888737295,12595.0,559667,359667,1.7983350517432308
2023-08-06,equity,TIGER 미국S&P500,360750.KS,300000,2023-08-04,14319.0723,20.9510780052555,27985.0,586316,286316,0.9543863932569174
2023-09-06,cash,KODEX 단기채권,153130.KS,550000,2023-09-06,104703.2656,5.252940266159917,113255.0,594922,44922,0.08167590880716613
2023-09-06,gold,ACE KRX금현물,411060.KS,450000,2023-09-06,11844.6064,37.99197567919932,29715.0,1128932,678932,1.5087367940164618
2023-09-06,silver,KODEX 은선물(H),144600.KS,200000,2023-09-06,4495.9062,44.484913358680465,12595.0,560287,360287,1.8014374187629025
2023-09-06,equity,TIGER 미국S&P500,360750.KS,300000,2023-09-06,14468.9336,20.734078158295507,27985.0,580243,280243,0.9341439241996661
2023-10-06,cash,KODEX 단기채권,153130.KS,550000,2023-10-06,104992.0938,5.238489683895841,113255.0,593285,43285,0.07870027118113354
2023-10-06,gold,ACE KRX금현물,411060.KS,450000,2023-10-06,11524.6162,39.04685342778921,29715.0,1160277,710277,1.5783938880150141
2023-10-06,silver,KODEX 은선물(H),144600.KS,200000,2023-10-06,3972.5469,50.345535570300854,12595.0,634102,434102,2.1705101025396965
2023-10-06,equity,TIGER 미국S&P500,360750.KS,300000,2023-10-06,13903.3281,21.577567421469453,27985.0,603848,303848,1.0128274142994087
2023-11-06,cash,KODEX 단기채권,153130.KS,550000,2023-11-06,105300.4766,5.223148251124516,113255.0,591548,41548,0.07554119123837655
2023-11-06,gold,ACE KRX금현물,411060.KS,400000,2023-11-06,11819.6064,33.84207434069302,29715.0,1005617,605617,1.5140430975842323
2023-11-06,silver,KODEX 은선물(H),144600.KS,200000,2023-11-06,4391.2344,45.545280192428805,12595.0,573643,373643,1.868214020118204
2023-11-06,equity,TIGER 미국S&P500,360750.KS,350000,2023-11-06,13734.4199,25.48342063158781,27985.0,713154,363154,1.037581503928528
2023-12-06,cash,KODEX 단기채권,153130.KS,550000,2023-12-06,105682.2969,5.2042775021301315,113255.0,589410,39410,0.07165536091590563
