generated_at,report_date,current_regime,supporting_regime,action_level,risk_posture,decision_confidence,quality_score,quality_grade,major_alerts,watch_alerts,regime_changed,recommended_variant,recommended_variant_title,recommended_xirr,recommended_excess_xirr,baseline_analog_12m_avg,closest_stress_scenario,closest_stress_distance,downside_stress_scenario,downside_stress_3m_worst,cash_amount,gold_amount,silver_amount,equity_amount
2026-06-22T09:22:34,2026-06-21,Defensive Waiting Mode,Defensive Waiting Mode,Confirm before adding risk,Watch,Medium,98.0,A,20,4,True,isa_unhedged_gold_nasdaq100,ISA 금+나스닥100 환노출,0.30737475,0.01298326,0.288912,Goldilocks,0.744,Inflation/FX shock,-0.096618,25,40,20,65
